"x","y","Cu","grad","elev","Nmin","P","pH","solar","twi","label","vol","int"
876.6,354,3.05856706566179,0.114151318514965,146.23,23.7434623910152,-1.83997586325797,0.424788434067287,-5.69369981774298,-2.45735678045417,1,14.792899408284,1
877.7,327.5,3.97856706566179,0.0775191185149648,142.8,19.3034623910152,-1.03997586325797,0.364788434067288,-12.4936998177427,-0.157356780454165,1,14.792899408284,1
856.2,95.4,5.01856706566179,0.130077418514965,135.26,8.07346239101522,-1.11997586325797,0.314788434067288,-49.193699817743,-1.85735678045417,1,14.792899408284,1
848,240.5,3.31856706566179,0.115170518514965,145.23,8.82346239101522,-0.779975863257968,0.174788434067287,-45.193699817743,-1.25735678045417,1,14.792899408284,1
853.6,282.1,3.87856706566179,0.101643918514965,145.26,10.7334623910152,-0.699975863257968,0.234788434067288,-40.693699817743,-1.65735678045417,1,9.86193293885602,1
855.8,377.5,1.62856706566179,0.0507164185149648,151.17,25.9134623910152,-1.36997586325797,0.334788434067288,17.0063001822573,-2.55735678045417,1,14.792899408284,1
853.5,384,1.15856706566179,0.0472752185149648,151.75,26.8234623910152,-1.06997586325797,0.304788434067287,-4.3936998177428,-2.45735678045417,1,14.792899408284,1
848.4,394.2,0.40856706566179,0.0411154185149648,152.13,27.3934623910152,-0.389975863257968,0.244788434067288,-13.8936998177428,-2.45735678045417,1,14.792899408284,1
841.6,419.2,-0.90143293433821,0.0544650185149648,153.14,25.7034623910152,1.22002413674203,0.224788434067287,-39.4936998177427,-1.95735678045417,1,14.792899408284,1
847.9,437.5,0.0985670656617899,0.138851818514965,150.39,24.1134623910152,0.800024136742032,0.284788434067288,-89.7936998177429,-2.65735678045417,1,14.792899408284,1
855.6,430.9,0.19856706566179,0.144874418514965,150.05,25.2234623910152,0.590024136742032,0.244788434067288,-95.0936998177431,-2.65735678045417,1,14.792899408284,1
849.6,420.9,-0.351432934338209,0.0994112185149648,151.82,26.2934623910152,0.720024136742032,0.224788434067287,-47.0936998177431,-2.55735678045417,1,14.792899408284,1
848,428.7,-0.15143293433821,0.129597418514965,151.01,25.1834623910152,0.850024136742032,0.254788434067287,-70.193699817743,-2.65735678045417,1,14.792899408284,1
846.7,447.8,1.05856706566179,0.122591418514965,148.28,20.5334623910152,0.640024136742032,0.394788434067287,-128.393699817743,-2.05735678045417,1,14.792899408284,1
840.9,465.2,2.22856706566179,0.0926846185149648,146.9,17.3134623910152,0.420024136742032,0.514788434067287,-59.193699817743,-0.257356780454165,1,9.86193293885602,1
841.8,469.7,2.55856706566179,0.0874661185149648,146.64,16.3634623910152,0.270024136742032,0.544788434067287,-39.2936998177429,-0.0573567804541657,1,14.792899408284,1
847.7,491.7,3.18856706566179,0.0863222185149648,145.9,14.3034623910152,-0.669975863257968,0.584788434067288,-6.79369981774289,-1.55735678045417,1,9.86193293885602,1
837,456.7,1.25856706566179,0.107540218514965,148.88,18.8534623910152,1.05002413674203,0.434788434067287,-106.493699817743,-1.25735678045417,1,14.792899408284,1
823.7,443.7,0.0785670656617903,0.0887371185149648,152.24,19.9634623910152,1.88002413674203,0.324788434067288,-79.9936998177427,-1.95735678045417,1,14.792899408284,1
838.4,422.4,-0.90143293433821,0.0544650185149648,153.14,25.7034623910152,1.22002413674203,0.224788434067287,-39.4936998177427,-1.95735678045417,1,14.792899408284,1
834.3,418.3,-1.08143293433821,0.0348469185149648,153.71,25.4034623910152,1.47002413674203,0.214788434067287,-31.3936998177428,-1.25735678045417,1,14.792899408284,1
827.2,398.4,-0.641432934338209,-0.0325285214850352,154.64,26.7134623910152,1.10002413674203,0.164788434067288,9.6063001822572,1.54264321954583,1,9.86193293885602,1
834.7,375.9,0.72856706566179,0.0122937885149648,152.52,25.7534623910152,-0.369975863257967,0.204788434067288,12.806300182257,-1.45735678045417,1,14.792899408284,1
821.1,344.7,0.88856706566179,0.00968896851496477,152.87,19.7734623910152,0.470024136742032,0.204788434067288,0.106300182257201,-0.0573567804541657,1,9.86193293885602,1
828.3,319.2,1.32856706566179,0.0644315185149648,151.52,14.3934623910152,0.250024136742032,0.214788434067287,-15.2936998177429,-0.957356780454166,1,14.792899408284,1
826.8,207.2,1.38856706566179,0.131924618514965,152.81,3.68346239101522,-0.479975863257968,0.134788434067287,-92.3936998177428,-3.15735678045417,1,7.39644970414201,1
819.5,232.4,0.858567065661791,0.0993186185149648,151.77,2.00346239101522,0.220024136742032,0.0847884340672875,-44.5936998177431,-0.957356780454166,1,7.39644970414201,1
814.2,288.2,1.24856706566179,0.0498943185149648,152.58,5.35346239101522,0.850024136742032,0.0347884340672877,-23.4936998177427,-1.35735678045417,1,14.792899408284,1
815.3,458.6,1.14856706566179,0.0909520185149648,152.05,16.0234623910152,1.94002413674203,0.374788434067288,-44.4936998177427,-0.657356780454165,1,14.792899408284,1
810,441.2,-0.29143293433821,0.0357240185149648,154.6,19.5334623910152,2.55002413674203,0.224788434067287,-38.3936998177428,-1.85735678045417,1,14.792899408284,1
812.7,477.4,2.00856706566179,0.102847918514965,152.03,13.5034623910152,1.51002413674203,0.444788434067288,-25.2936998177429,-1.05735678045417,1,7.39644970414201,1
809.5,473.3,1.72856706566179,0.0913180185149648,152.91,12.9734623910152,1.73002413674203,0.384788434067287,-25.9936998177427,-1.05735678045417,1,14.792899408284,1
800.9,490.8,1.44856706566179,0.0516375185149648,155.44,9.83346239101522,1.75002413674203,0.294788434067287,-11.3936998177428,-1.85735678045417,1,14.792899408284,1
797.3,481,0.92856706566179,0.0359205185149648,155.79,10.4434623910152,2.16002413674203,0.214788434067287,-10.0936998177431,-1.05735678045417,1,9.86193293885602,1
780.2,439.6,-0.0114329343382096,-0.0386250214850352,156.7,16.7634623910152,3.23002413674203,0.0947884340672873,5.70630018225711,0.642643219545834,1,14.792899408284,1
797.1,393.8,-0.0614329343382103,-0.0255530914850352,154.12,26.0434623910152,2.19002413674203,0.164788434067288,5.80630018225702,0.542643219545834,1,9.86193293885602,1
780.3,268,0.958567065661789,-0.0433761214850352,155.78,-4.04653760898478,2.38002413674203,-0.115211565932713,1.80630018225702,0.342643219545835,1,14.792899408284,1
790.9,184.6,1.85856706566179,-0.0685822014850352,156.67,-0.246537608984777,0.140024136742032,0.064788434067288,-7.59369981774307,-2.45735678045417,1,14.792899408284,1
778.4,359.9,0.62856706566179,-0.0355540214850352,155.3,21.1334623910152,2.54002413674203,0.174788434067287,7.70630018225711,0.942643219545834,1,14.792899408284,1
758.2,346.1,0.99856706566179,-0.0590519314850352,155.76,12.5034623910152,3.27002413674203,0.214788434067287,5.40630018225693,2.14264321954583,1,14.792899408284,1
744,304.9,1.37856706566179,-0.0659593214850352,155.7,0.00346239101522272,3.81002413674203,0.274788434067288,2.90630018225693,1.44264321954583,1,14.792899408284,1
739.6,301.5,1.31856706566179,-0.0716629014850352,155.78,-1.29653760898478,4.06002413674203,0.334788434067288,5.90630018225693,1.74264321954584,1,14.792899408284,1
705.9,275.7,0.58856706566179,-0.0621614414850352,155.62,-4.17653760898478,4.85002413674203,0.564788434067288,-7.29369981774289,0.942643219545834,1,14.792899408284,1
683.5,264.2,-0.24143293433821,-0.0446277314850352,154.9,-4.27653760898478,3.48002413674203,0.544788434067287,8.40630018225693,-0.157356780454165,1,14.792899408284,1
662.1,193.1,-0.88143293433821,-0.0474746814850352,153.48,-0.226537608984778,2.23002413674203,0.534788434067288,9.1063001822572,0.942643219545834,1,14.792899408284,1
625.2,287.6,-3.93143293433821,-0.0467740214850352,153.91,-10.0365376089848,-1.48997586325797,0.194788434067288,9.40630018225693,0.942643219545834,1,14.792899408284,1
623.7,1.2,-1.16143293433821,-0.00886250148503523,139.7,0.0934623910152226,-1.64997586325797,0.404788434067288,15.306300182257,1.14264321954583,1,14.792899408284,1
608.9,345.3,-1.36143293433821,-0.0337227314850352,154.8,-9.96653760898478,0.270024136742032,0.174788434067287,7.80630018225702,0.542643219545834,1,14.792899408284,1
608,408.8,0.81856706566179,-0.0413326714850352,156.19,-5.72653760898478,0.770024136742032,0.264788434067287,13.306300182257,0.142643219545834,1,14.792899408284,1
582.7,411.1,-0.25143293433821,-0.0343474314850352,155.15,-2.83653760898478,1.20002413674203,0.154788434067288,8.80630018225702,0.242643219545835,1,14.792899408284,1
596.8,298,-3.55143293433821,-0.0299322914850352,153.04,-8.65653760898478,-0.629975863257968,0.254788434067287,11.5063001822573,-0.157356780454165,1,14.792899408284,1
565,14.5,0.12856706566179,0.0756123185149648,136.9,4.54346239101522,-1.26997586325797,0.234788434067288,3.00630018225729,-1.45735678045417,1,9.86193293885602,1
578.1,374.7,0.22856706566179,-0.0301863714850352,154.7,-3.07653760898478,1.88002413674203,0.124788434067288,15.306300182257,-0.257356780454165,1,14.792899408284,1
580.1,401.6,-0.27143293433821,-0.0372250514850352,154.73,-2.15653760898478,1.33002413674203,0.114788434067288,4.30630018225702,0.942643219545834,1,14.792899408284,1
544.9,400.9,-2.57143293433821,-0.0335273714850352,153.2,-0.916537608984779,-0.429975863257968,-0.0752115659327126,8.50630018225729,1.24264321954584,1,14.792899408284,1
535.3,94.2,-1.25143293433821,0.0249672185149648,145.64,-0.336537608984777,-0.719975863257968,0.424788434067287,25.2063001822571,-1.25735678045417,1,14.792899408284,1
536,364,-0.68143293433821,-0.0232530714850352,152.07,-1.38653760898478,0.990024136742032,-0.195211565932713,10.9063001822569,-0.257356780454165,1,14.792899408284,1
530.3,391.4,-2.18143293433821,-0.0273579914850352,152.33,-1.47653760898478,-0.449975863257968,-0.225211565932712,9.00630018225729,1.14264321954583,1,14.792899408284,1
531,382,-1.41143293433821,-0.0245255314850352,152.15,-1.45653760898478,0.130024136742033,-0.285211565932713,8.70630018225711,0.642643219545834,1,14.792899408284,1
538.7,411,-3.62143293433821,-0.0368696314850352,153.17,-1.80653760898478,-1.16997586325797,-0.00521156593271233,10.4063001822569,0.842643219545835,1,14.792899408284,1
509.2,443.2,-2.25143293433821,-0.0291382014850352,152.88,-8.67653760898478,-1.11997586325797,0.164788434067288,9.90630018225693,-1.05735678045417,1,14.792899408284,1
514.8,399.8,-2.80143293433821,-0.0242926314850352,151.88,-4.01653760898478,-1.07997586325797,-0.155211565932713,11.7063001822571,0.842643219545835,1,14.792899408284,1
518.7,402.1,-2.99143293433821,-0.0268582214850352,152.11,-3.32653760898478,-1.12997586325797,-0.145211565932713,12.2063001822571,1.04264321954583,1,14.792899408284,1
500.7,393.5,-1.71143293433821,-0.0156917314850352,150.81,-5.74653760898478,-0.589975863257968,-0.185211565932712,13.2063001822571,0.942643219545834,1,14.792899408284,1
516.3,360.8,-0.71143293433821,-0.0144572314850352,150.93,-3.47653760898478,0.330024136742032,-0.205211565932713,9.6063001822572,-0.357356780454166,1,14.792899408284,1
499.4,354.2,-0.69143293433821,0.00389522851496478,149.68,-5.49653760898478,-0.129975863257968,-0.125211565932712,4.70630018225711,-0.557356780454166,1,7.39644970414201,1
484,375.9,-0.51143293433821,-0.00418951148503523,149.17,-6.99653760898478,-0.199975863257968,-0.145211565932713,13.4063001822569,1.14264321954583,1,9.86193293885602,1
484,371.4,-0.47143293433821,-9.52314850352215e-05,148.94,-6.97653760898478,-0.239975863257968,-0.135211565932712,12.0063001822573,1.04264321954583,1,14.792899408284,1
494.5,376.4,-0.74143293433821,-0.00556791148503523,149.86,-6.04653760898478,-0.229975863257968,-0.215211565932712,10.806300182257,1.04264321954583,1,14.792899408284,1
489,392,-1.02143293433821,-0.0121592614850352,150.1,-6.79653760898478,-0.259975863257968,-0.175211565932712,14.7063001822571,1.04264321954583,1,14.792899408284,1
488,380.6,-0.72143293433821,-0.00781194148503522,149.72,-6.71653760898478,-0.219975863257968,-0.185211565932712,12.5063001822573,1.14264321954583,1,14.792899408284,1
494.6,387,-1.04143293433821,-0.0109822814850352,150.2,-6.12653760898478,-0.319975863257968,-0.215211565932712,11.6063001822572,1.24264321954584,1,14.792899408284,1
470.9,453,1.29856706566179,0.0226370185149648,150.62,-13.0265376089848,0.460024136742032,0.364788434067288,-27.4936998177427,-1.95735678045417,1,14.792899408284,1
470.2,438.5,0.87856706566179,-0.0194178114850352,151.05,-11.6965376089848,0.610024136742032,0.234788434067288,2.90630018225693,-1.45735678045417,1,14.792899408284,1
460.9,420.5,-0.0514329343382096,-0.00352435148503522,149.9,-8.87653760898478,0.750024136742032,0.00478843406728746,12.806300182257,-1.05735678045417,1,9.86193293885602,1
476.1,416.1,-0.62143293433821,-0.0175347114850352,150.42,-8.69653760898478,0.350024136742032,-0.0452115659327124,12.806300182257,-0.657356780454165,1,14.792899408284,1
468.5,381.5,-0.24143293433821,-0.00846980148503522,148.58,-7.95653760898478,0.130024136742033,-0.0552115659327121,19.1063001822572,0.842643219545835,1,9.86193293885602,1
476.5,376.8,-0.31143293433821,-0.00460004148503522,148.52,-7.64653760898478,-0.0799758632579679,-0.0852115659327124,17.1063001822572,1.14264321954583,1,14.792899408284,1
466.7,363,-0.32143293433821,0.00510695851496477,147.5,-7.33653760898478,-0.169975863257968,0.0747884340672877,19.6063001822572,1.04264321954583,1,14.792899408284,1
441.5,369.2,0.15856706566179,0.0105656485149648,146.71,-3.77653760898478,1.16002413674203,0.314788434067288,10.9063001822569,-1.05735678045417,1,9.86193293885602,1
450.3,380.4,0.0785670656617903,0.00404071851496478,147.89,-6.26653760898478,0.950024136742032,0.144788434067287,19.9063001822569,-0.357356780454166,1,14.792899408284,1
387,490.3,-0.93143293433821,0.0212036185149648,149.65,-3.77653760898478,-0.459975863257968,-0.245211565932713,17.806300182257,-2.35735678045417,1,14.792899408284,1
377.1,429,-0.92143293433821,-0.00351804148503522,146.74,0.793462391015222,-0.519975863257968,-0.395211565932713,10.4063001822569,-1.05735678045417,1,14.792899408284,1
346.9,368.1,-1.24143293433821,-0.0367644114850352,144.72,6.97346239101522,0.610024136742032,-0.525211565932713,13.306300182257,0.742643219545835,1,14.792899408284,1
320.6,39.7,-0.21143293433821,0.0967526185149648,140.52,0.643462391015223,-0.859975863257968,0.064788434067288,27.1063001822572,-1.85735678045417,1,14.792899408284,1
337,40.8,0.11856706566179,0.120915218514965,139.78,1.98346239101522,-0.939975863257968,-0.0152115659327121,21.1063001822572,-2.25735678045417,1,14.792899408284,1
328.5,374.5,-0.73143293433821,-0.0174178614850352,145.47,3.01346239101522,0.320024136742032,-0.585211565932712,18.1063001822572,-0.757356780454165,1,14.792899408284,1
331.2,410.1,-0.20143293433821,-0.0104998414850352,147.67,-0.0965376089847787,-0.439975863257968,-0.425211565932712,20.7063001822571,-0.957356780454166,1,14.792899408284,1
321.6,435.7,0.33856706566179,-0.0277173814850352,149.47,-3.67653760898478,-1.16997586325797,-0.285211565932713,18.5063001822573,-1.25735678045417,1,14.792899408284,1
309.5,489.5,0.968567065661791,-0.0393986714850352,151.94,-5.57653760898478,-1.95997586325797,-0.205211565932713,15.1063001822572,-1.75735678045417,1,9.86193293885602,1
312.6,479.5,0.81856706566179,-0.0367152114850352,151.64,-5.32653760898478,-1.87997586325797,-0.225211565932712,17.2063001822571,-1.65735678045417,1,9.86193293885602,1
313.4,354.5,-0.96143293433821,-0.00247351148503522,144.31,0.073462391015223,0.360024136742032,-0.535211565932713,25.4063001822569,-1.75735678045417,1,4.93096646942801,1
301.9,134.5,-1.25143293433821,-0.0736423244850352,143.7,-3.23653760898478,1.16002413674203,-0.0652115659327128,1.1063001822572,1.64264321954583,1,14.792899408284,1
306.9,79,-0.51143293433821,-0.0504745714850352,143.42,2.51346239101522,-0.329975863257968,0.064788434067288,8.80630018225702,0.642643219545834,1,14.792899408284,1
317.4,35.6,-0.22143293433821,0.106836818514965,139.68,-0.606537608984777,-0.879975863257968,0.0747884340672877,24.2063001822571,-1.95735678045417,1,9.86193293885602,1
294.6,377.1,-0.20143293433821,0.00434007851496478,145.56,-2.80653760898478,-0.269975863257968,-0.605211565932713,22.806300182257,-1.55735678045417,1,14.792899408284,1
294.2,437.3,1.17856706566179,-0.0322745014850352,149.25,-5.33653760898478,-1.46997586325797,-0.255211565932712,17.806300182257,-0.657356780454165,1,14.792899408284,1
265.9,457.5,2.15856706566179,-0.0369807114850352,149.4,-4.92653760898478,-1.68997586325797,-0.365211565932713,11.5063001822573,-0.957356780454166,1,14.792899408284,1
272.9,427.8,1.82856706566179,-0.0295891014850352,148.73,-5.48653760898478,-1.23997586325797,-0.395211565932713,19.0063001822573,-1.05735678045417,1,14.792899408284,1
264.4,363,-0.37143293433821,-0.00256744148503522,143.77,-5.54653760898478,-0.549975863257968,-0.655211565932713,22.5063001822573,-0.157356780454165,1,14.792899408284,1
246.2,388.9,0.42856706566179,0.000124298514964774,145.32,-5.56653760898478,-0.739975863257968,-0.865211565932713,21.5063001822573,-0.257356780454165,1,14.792899408284,1
257.3,397.9,0.91856706566179,-0.00135188148503522,146.5,-5.25653760898478,-0.699975863257968,-0.775211565932712,22.806300182257,-1.15735678045417,1,7.39644970414201,1
240.6,417.5,1.25856706566179,-0.00134832148503522,146.91,-5.03653760898478,-0.529975863257968,-0.885211565932713,17.306300182257,-1.55735678045417,1,9.86193293885602,1
222,438.8,1.07856706566179,-0.0137529314850352,146.43,-5.07653760898478,-0.419975863257968,-0.815211565932712,11.6063001822572,-0.0573567804541657,1,14.792899408284,1
216.4,190.4,-2.44143293433821,-0.0217681814850352,141.55,-8.31653760898478,0.0600241367420322,-0.475211565932712,-19.0936998177431,-0.457356780454166,1,14.792899408284,1
215.2,409.4,0.36856706566179,-0.0264687614850352,144.63,-6.21653760898478,-0.569975863257968,-0.925211565932712,12.6063001822572,1.34264321954583,1,14.792899408284,1
181.2,457.7,-0.391432934338209,-0.0351240014850352,147.14,-5.49653760898478,-1.00997586325797,-0.245211565932713,15.1063001822572,0.142643219545834,1,14.792899408284,1
198.3,433.5,0.0385670656617902,-0.0440536914850352,145.4,-6.16653760898478,-0.519975863257968,-0.675211565932712,12.1063001822572,1.94264321954583,1,14.792899408284,1
198.6,380.9,-0.351432934338209,-0.0405481414850352,143.76,-9.37653760898478,-1.16997586325797,-0.645211565932713,2.80630018225702,1.94264321954583,1,14.792899408284,1
189.3,325.5,-0.90143293433821,-0.0236395214850352,144.08,-13.2665376089848,-0.679975863257968,-0.295211565932712,2.70630018225711,0.0426432195458339,1,14.792899408284,1
196.5,142.3,-1.81143293433821,-0.0307051214850352,141.92,-6.72653760898478,-0.729975863257968,-0.0252115659327128,4.00630018225729,-1.45735678045417,1,14.792899408284,1
165.6,32.6,-0.68143293433821,-0.00810834148503523,137.86,-12.1365376089848,-1.56997586325797,0.0147884340672872,-9.59369981774307,-0.557356780454166,1,14.792899408284,1
166.8,131.4,-1.78143293433821,-0.00846540148503522,139.82,-7.11653760898478,-0.849975863257968,-0.00521156593271233,4.30630018225702,-0.957356780454166,1,14.792899408284,1
175.4,259,-1.61143293433821,-0.0277469814850352,142.97,-13.0765376089848,0.550024136742032,-0.295211565932712,17.2063001822571,-0.357356780454166,1,14.792899408284,1
170.1,420.2,-0.69143293433821,-0.0435610914850352,145.78,-11.0265376089848,-1.01997586325797,-0.265211565932712,9.30630018225702,1.74264321954584,1,9.86193293885602,1
178.6,443.7,-0.55143293433821,-0.0386169014850352,146.55,-7.04653760898478,-0.859975863257968,-0.325211565932713,13.4063001822569,0.642643219545834,1,9.86193293885602,1
159.4,497.2,-0.30143293433821,-0.0621615814850352,148.04,-6.36653760898478,-1.28997586325797,-0.0952115659327122,3.70630018225711,-0.0573567804541657,1,9.86193293885602,1
156.1,485.3,-0.41143293433821,-0.0740983564850352,148.07,-7.06653760898478,-1.29997586325797,-0.0652115659327128,3.00630018225729,0.842643219545835,1,14.792899408284,1
152.6,469.7,-0.53143293433821,-0.0557941914850352,147.79,-7.31653760898478,-1.27997586325797,-0.0552115659327121,13.7063001822571,-0.557356780454166,1,14.792899408284,1
142.2,354.9,0.42856706566179,-0.0161827014850352,147.08,-19.9365376089848,-1.01997586325797,-0.0352115659327126,0.806300182257019,-1.05735678045417,1,14.792899408284,1
145.5,300.9,0.0985670656617899,-0.0238622414850352,145.38,-22.8165376089848,-0.0699758632579677,-0.205211565932713,12.9063001822569,-1.35735678045417,1,14.792899408284,1
144.1,278.7,-0.43143293433821,-0.0195139214850352,144.32,-22.7165376089848,0.0900241367420325,-0.275211565932713,16.5063001822573,-1.05735678045417,1,14.792899408284,1
155.2,244.7,-0.97143293433821,-0.0123254614850352,141.75,-16.9665376089848,0.510024136742032,-0.325211565932713,21.306300182257,0.442643219545834,1,9.86193293885602,1
142.9,244.8,-0.62143293433821,-0.0103491214850352,142.09,-19.2565376089848,0.340024136742032,-0.335211565932712,18.6063001822572,-0.257356780454165,1,14.792899408284,1
147.7,83.2,-0.75143293433821,-0.00811108148503523,137.7,-9.43653760898478,-1.28997586325797,-0.135211565932712,22.306300182257,-0.257356780454165,1,14.792899408284,1
141.4,73.5,-0.74143293433821,-0.0378874414850352,136.97,-12.4665376089848,-1.17997586325797,-0.225211565932712,8.40630018225693,2.24264321954584,1,14.792899408284,1
141.8,2.8,-0.77143293433821,-0.0251217914850352,136.7,-18.5565376089848,-1.18997586325797,-0.0652115659327128,-3.69369981774298,0.442643219545834,1,14.792899408284,1
119.7,69.2,-0.83143293433821,-0.0325418614850352,136.66,-17.0565376089848,-0.869975863257968,-0.345211565932712,3.90630018225693,2.24264321954584,1,14.792899408284,1
136.4,93,-1.06143293433821,-0.0374061014850352,137.04,-11.4265376089848,-1.00997586325797,-0.245211565932713,2.80630018225702,2.24264321954584,1,14.792899408284,1
129.2,100.1,-1.17143293433821,-0.0464241414850352,136.92,-11.7365376089848,-0.929975863257968,-0.265211565932712,1.40630018225693,2.34264321954583,1,14.792899408284,1
134.9,278.1,-0.141432934338209,-0.0162618314850352,144.65,-25.7565376089848,0.0800241367420322,-0.225211565932712,18.7063001822571,-0.757356780454165,1,14.792899408284,1
124.3,307,0.74856706566179,-0.0235065414850352,146.26,-26.2065376089848,0.0400241367420322,-0.0652115659327128,17.306300182257,-0.957356780454166,1,14.792899408284,1
125.9,357.1,0.49856706566179,-0.0241583514850352,147.97,-20.4065376089848,-0.779975863257968,0.0447884340672875,-1.79369981774289,-0.957356780454166,1,14.792899408284,1
135.9,430.7,0.38856706566179,-0.0270185714850352,147.63,-14.3565376089848,-1.41997586325797,0.0347884340672877,3.20630018225711,-1.05735678045417,1,14.792899408284,1
134.8,484.1,-0.40143293433821,-0.0537974214850352,148.06,-9.71653760898478,-1.26997586325797,-0.0252115659327128,-4.19369981774298,0.242643219545835,1,14.792899408284,1
103.6,483.3,-0.0414329343382098,0.0183273185149648,146.96,-13.2165376089848,-1.10997586325797,-0.0252115659327128,-34.2936998177429,-1.65735678045417,1,14.792899408284,1
115.4,346.9,0.76856706566179,-0.0327275714850352,148.42,-21.3165376089848,-0.389975863257968,0.0447884340672875,6.20630018225711,-1.05735678045417,1,14.792899408284,1
114.1,317.1,0.98856706566179,-0.0258665114850352,147.04,-25.6365376089848,0.0100241367420324,-0.0152115659327121,17.4063001822569,-1.15735678045417,1,14.792899408284,1
119.3,295.7,0.45856706566179,-0.0220064214850352,145.87,-27.7365376089848,2.41367420321659e-05,-0.0752115659327126,17.4063001822569,-0.857356780454166,1,14.792899408284,1
