"x","y","Cu","grad","elev","Nmin","P","pH","solar","twi","label","vol","int"
841.4,297.1,2.34856706566179,0.104472118514965,147.92,10.3734623910152,-0.0999758632579679,0.174788434067287,-40.7936998177429,-0.157356780454165,1,58.844297987525,1
842.4,298.8,2.23856706566179,0.101890418514965,147.99,11.3634623910152,-0.0699758632579677,0.184788434067287,-28.9936998177427,0.0426432195458339,1,58.844297987525,1
856.3,293.9,3.47856706566179,0.106047118514965,145.44,12.4534623910152,-0.539975863257968,0.244788434067288,-22.193699817743,0.142643219545834,1,58.844297987525,1
840.9,300.5,2.23856706566179,0.101890418514965,147.99,11.3634623910152,-0.0699758632579677,0.184788434067287,-28.9936998177427,0.0426432195458339,1,58.844297987525,1
845,302.5,2.58856706566179,0.108304618514965,147.1,12.0234623910152,-0.219975863257968,0.204788434067288,-20.0936998177431,0.242643219545835,1,58.844297987525,1
849.2,304.4,2.80856706566179,0.110328418514965,146.58,13.5734623910152,-0.319975863257968,0.234788434067288,-6.3936998177428,0.0426432195458339,1,58.844297987525,1
850.5,282.1,3.43856706566179,0.108148818514965,146.34,9.86346239101522,-0.539975863257968,0.214788434067287,-42.8936998177428,-1.85735678045417,1,58.844297987525,1
843.4,367.9,1.33856706566179,0.0376457185149648,151.25,25.3834623910152,-0.959975863257968,0.274788434067288,22.9063001822569,-1.85735678045417,1,58.844297987525,1
844.1,369.6,1.33856706566179,0.0376457185149648,151.25,25.3834623910152,-0.959975863257968,0.274788434067288,22.9063001822569,-1.85735678045417,1,58.844297987525,1
841.8,368.4,1.10856706566179,0.0276622185149648,151.6,25.3134623910152,-0.709975863257968,0.244788434067288,17.9063001822569,-1.85735678045417,1,58.844297987525,1
842.1,372,1.10856706566179,0.0276622185149648,151.6,25.3134623910152,-0.709975863257968,0.244788434067288,17.9063001822569,-1.85735678045417,1,58.844297987525,1
844.1,374.8,1.14856706566179,0.0319759185149648,151.79,25.8734623910152,-0.889975863257968,0.264788434067287,21.7063001822571,-2.05735678045417,1,58.844297987525,1
848.3,377.3,1.38856706566179,0.0413378185149648,151.51,25.9334623910152,-1.13997586325797,0.294788434067287,21.7063001822571,-2.25735678045417,1,58.844297987525,1
849,379,1.15856706566179,0.0375335185149648,151.92,26.4134623910152,-1.01997586325797,0.284788434067288,15.0063001822573,-2.15735678045417,1,58.844297987525,1
847.1,372,1.33856706566179,0.0376457185149648,151.25,25.3834623910152,-0.959975863257968,0.274788434067288,22.9063001822569,-1.85735678045417,1,58.844297987525,1
849.2,363.7,1.74856706566179,0.0535820185149648,150.44,24.5834623910152,-1.21997586325797,0.314788434067288,23.1063001822572,-1.45735678045417,1,58.844297987525,1
852.4,367,1.74856706566179,0.0535820185149648,150.44,24.5834623910152,-1.21997586325797,0.314788434067288,23.1063001822572,-1.45735678045417,1,58.844297987525,1
859.7,368.1,2.06856706566179,0.0682987185149648,150.28,25.4834623910152,-1.63997586325797,0.374788434067288,13.0063001822573,-2.55735678045417,1,58.844297987525,1
858.3,364.8,2.23856706566179,0.0751833185149648,149.79,24.7034623910152,-1.62997586325797,0.374788434067288,17.2063001822571,-2.15735678045417,1,58.844297987525,1
842.2,387.2,0.47856706566179,0.0143648785149648,152.84,26.8034623910152,-0.339975863257968,0.224788434067287,12.5063001822573,-1.65735678045417,1,58.844297987525,1
840.2,393.5,-0.0414329343382098,0.0116777985149648,153.36,27.2334623910152,0.100024136742032,0.204788434067288,-1.59369981774307,-1.45735678045417,1,58.844297987525,1
845.2,389.2,0.42856706566179,0.0250816185149648,152.64,27.3434623910152,-0.389975863257968,0.234788434067288,0.806300182257019,-2.15735678045417,1,58.844297987525,1
846.3,388.7,0.42856706566179,0.0250816185149648,152.64,27.3434623910152,-0.389975863257968,0.234788434067288,0.806300182257019,-2.15735678045417,1,58.844297987525,1
845.4,385.3,0.68856706566179,0.0256896185149648,152.42,26.8534623910152,-0.599975863257968,0.244788434067288,10.0063001822573,-1.95735678045417,1,58.844297987525,1
853.7,395.2,0.66856706566179,0.0550158185149648,151.44,27.2934623910152,-0.619975863257967,0.264788434067287,-23.5936998177431,-2.05735678045417,1,58.844297987525,1
853,394.4,0.66856706566179,0.0550158185149648,151.44,27.2934623910152,-0.619975863257967,0.264788434067287,-23.5936998177431,-2.05735678045417,1,58.844297987525,1
851,395.5,0.40856706566179,0.0411154185149648,152.13,27.3934623910152,-0.389975863257968,0.244788434067288,-13.8936998177428,-2.45735678045417,1,58.844297987525,1
855.2,393.2,0.66856706566179,0.0550158185149648,151.44,27.2934623910152,-0.619975863257967,0.264788434067287,-23.5936998177431,-2.05735678045417,1,58.844297987525,1
854,389.1,0.90856706566179,0.0499983185149648,151.59,27.2834623910152,-0.859975863257968,0.284788434067288,-19.5936998177431,-2.05735678045417,1,58.844297987525,1
842.1,427.4,-0.851432934338209,0.0717869185149648,152.77,25.0534623910152,1.33002413674203,0.244788434067288,-51.9936998177427,-2.25735678045417,1,58.844297987525,1
843.8,428.5,-0.45143293433821,0.109936918514965,151.65,24.7934623910152,1.11002413674203,0.264788434067287,-70.0936998177431,-2.55735678045417,1,58.844297987525,1
843.1,428.6,-0.45143293433821,0.109936918514965,151.65,24.7934623910152,1.11002413674203,0.264788434067287,-70.0936998177431,-2.55735678045417,1,58.844297987525,1
840.1,433.9,-0.41143293433821,0.104870718514965,151.59,23.3434623910152,1.33002413674203,0.284788434067288,-81.8936998177428,-2.35735678045417,1,58.844297987525,1
840,442.5,-0.0214329343382103,0.115092018514965,150.88,22.2834623910152,1.23002413674203,0.324788434067288,-95.5936998177431,-2.25735678045417,1,58.844297987525,1
839.8,465.7,2.22856706566179,0.0926846185149648,146.9,17.3134623910152,0.420024136742032,0.514788434067287,-59.193699817743,-0.257356780454165,1,58.844297987525,1
842.7,473,2.84856706566179,0.0790870185149648,145.96,16.0034623910152,-0.169975863257968,0.564788434067288,-9.49369981774271,0.342643219545835,1,58.844297987525,1
841.2,473,2.79856706566179,0.0867897185149648,146.63,15.7034623910152,0.130024136742033,0.564788434067288,-21.8936998177428,-0.157356780454165,1,58.844297987525,1
840.4,473.3,2.79856706566179,0.0867897185149648,146.63,15.7034623910152,0.130024136742033,0.564788434067288,-21.8936998177428,-0.157356780454165,1,58.844297987525,1
843.2,478.4,3.00856706566179,0.0814698185149648,146.1,15.3334623910152,-0.269975863257968,0.574788434067288,-5.09369981774307,-0.157356780454165,1,58.844297987525,1
842,479,2.96856706566179,0.0899050185149648,146.78,15.0434623910152,0.0200241367420322,0.574788434067288,-13.693699817743,-0.457356780454166,1,58.844297987525,1
841,479.8,2.96856706566179,0.0899050185149648,146.78,15.0434623910152,0.0200241367420322,0.574788434067288,-13.693699817743,-0.457356780454166,1,58.844297987525,1
845.2,475.5,2.84856706566179,0.0790870185149648,145.96,16.0034623910152,-0.169975863257968,0.564788434067288,-9.49369981774271,0.342643219545835,1,58.844297987525,1
848.6,478.2,3.02856706566179,0.0716043185149648,145.55,15.6334623910152,-0.559975863257968,0.564788434067288,-3.8936998177428,0.0426432195458339,1,58.844297987525,1
846.2,473.7,2.84856706566179,0.0790870185149648,145.96,16.0034623910152,-0.169975863257968,0.564788434067288,-9.49369981774271,0.342643219545835,1,58.844297987525,1
840.4,481,2.96856706566179,0.0899050185149648,146.78,15.0434623910152,0.0200241367420322,0.574788434067288,-13.693699817743,-0.457356780454166,1,58.844297987525,1
848.4,484.1,3.12856706566179,0.0773072185149648,145.69,14.9634623910152,-0.619975863257967,0.574788434067288,-4.09369981774307,-0.657356780454165,1,58.844297987525,1
846.6,483.8,3.10856706566179,0.0868258185149648,146.3,14.6734623910152,-0.349975863257968,0.584788434067288,-1.59369981774307,-0.757356780454165,1,58.844297987525,1
956.2,9.8,-1.20143293433821,0.00614834851496478,122.64,18.7734623910152,-1.51997586325797,0.164788434067288,15.6063001822572,0.642643219545834,1,58.844297987525,1
959.1,8.7,-1.30143293433821,0.00687969851496478,122.36,18.9934623910152,-1.53997586325797,0.164788434067288,21.4063001822569,0.742643219545835,1,58.844297987525,1
958,7.2,-1.23143293433821,0.0162941185149648,121.84,18.8834623910152,-1.54997586325797,0.154788434067288,18.7063001822571,1.24264321954584,1,58.844297987525,1
957.9,7.4,-1.23143293433821,0.0162941185149648,121.84,18.8834623910152,-1.54997586325797,0.154788434067288,18.7063001822571,1.24264321954584,1,58.844297987525,1
959.2,4.7,-1.23143293433821,0.0162941185149648,121.84,18.8834623910152,-1.54997586325797,0.154788434067288,18.7063001822571,1.24264321954584,1,58.844297987525,1
958.6,3.4,-1.23143293433821,0.0162941185149648,121.84,18.8834623910152,-1.54997586325797,0.154788434067288,18.7063001822571,1.24264321954584,1,58.844297987525,1
959.7,3,-1.23143293433821,0.0162941185149648,121.84,18.8834623910152,-1.54997586325797,0.154788434067288,18.7063001822571,1.24264321954584,1,58.844297987525,1
958.8,10.4,-1.30143293433821,0.00687969851496478,122.36,18.9934623910152,-1.53997586325797,0.164788434067288,21.4063001822569,0.742643219545835,1,58.844297987525,1
943.2,56.4,-0.0514329343382096,0.000328708514964776,126.93,19.1434623910152,-1.07997586325797,-0.0352115659327126,21.1063001822572,0.542643219545834,1,58.844297987525,1
954.8,52.5,-0.97143293433821,0.0128006585149648,126.16,19.6734623910152,-1.19997586325797,-0.00521156593271233,23.0063001822573,-0.557356780454166,1,58.844297987525,1
954,51.5,-0.97143293433821,0.0128006585149648,126.16,19.6734623910152,-1.19997586325797,-0.00521156593271233,23.0063001822573,-0.557356780454166,1,58.844297987525,1
953.9,55.5,-0.76143293433821,0.00817035851496478,126.89,19.9234623910152,-1.18997586325797,-0.0352115659327126,22.5063001822573,-0.257356780454165,1,58.844297987525,1
950.5,55.9,-0.43143293433821,0.00476143851496477,126.95,19.5734623910152,-1.13997586325797,-0.0352115659327126,23.306300182257,0.342643219545835,1,58.844297987525,1
956,50.8,-0.97143293433821,0.0128006585149648,126.16,19.6734623910152,-1.19997586325797,-0.00521156593271233,23.0063001822573,-0.557356780454166,1,58.844297987525,1
959,49.5,-1.23143293433821,0.0119938685149648,125.79,20.0034623910152,-1.23997586325797,-0.00521156593271233,17.306300182257,-1.15735678045417,1,58.844297987525,1
951.3,52.1,-0.66143293433821,0.0119906585149648,126.36,19.3434623910152,-1.14997586325797,-0.00521156593271233,25.9063001822569,-0.0573567804541657,1,58.844297987525,1
893.1,494.7,2.42856706566179,0.0674674185149648,138.88,16.2534623910152,-1.71997586325797,0.464788434067287,-84.3936998177428,-0.157356780454165,1,58.844297987525,1
956.5,438.9,0.75856706566179,0.0183013185149648,138,19.9834623910152,-1.08997586325797,0.354788434067287,-49.193699817743,-1.85735678045417,1,58.844297987525,1
957.3,437.9,0.75856706566179,0.0183013185149648,138,19.9834623910152,-1.08997586325797,0.354788434067287,-49.193699817743,-1.85735678045417,1,58.844297987525,1
956.8,437.1,0.82856706566179,0.0113504585149648,138.39,19.9934623910152,-1.14997586325797,0.364788434067288,-25.693699817743,-1.35735678045417,1,58.844297987525,1
955.5,436,0.82856706566179,0.0113504585149648,138.39,19.9934623910152,-1.14997586325797,0.364788434067288,-25.693699817743,-1.35735678045417,1,58.844297987525,1
955,433.8,0.82856706566179,0.0113504585149648,138.39,19.9934623910152,-1.14997586325797,0.364788434067288,-25.693699817743,-1.35735678045417,1,58.844297987525,1
943.2,449.3,0.75856706566179,0.0170369185149648,136.34,20.2034623910152,-0.849975863257968,0.364788434067288,-25.193699817743,-0.0573567804541657,1,58.844297987525,1
941.4,447.9,0.84856706566179,0.0156884585149648,136.44,20.3634623910152,-0.759975863257968,0.374788434067288,2.20630018225711,0.442643219545834,1,58.844297987525,1
942,458.8,0.76856706566179,0.00598465851496478,136.67,19.7734623910152,-1.01997586325797,0.354788434067287,-9.3936998177428,-0.557356780454166,1,58.844297987525,1
945.8,459.2,0.67856706566179,0.00203991851496478,136.38,19.8134623910152,-1.02997586325797,0.344788434067287,2.50630018225729,0.242643219545835,1,58.844297987525,1
950.9,454.7,0.63856706566179,0.0110569985149648,136.27,19.9434623910152,-0.989975863257968,0.344788434067287,-17.7936998177429,0.442643219545834,1,58.844297987525,1
947.3,441.7,0.858567065661791,0.0151383785149648,137.68,20.5834623910152,-0.739975863257968,0.384788434067287,-101.493699817743,-1.75735678045417,1,58.844297987525,1
949.6,441.3,0.79856706566179,0.0159564185149648,137.92,20.2434623910152,-0.929975863257968,0.374788434067288,-71.0936998177431,-1.85735678045417,1,58.844297987525,1
951.3,448.4,0.68856706566179,0.0189155185149648,136.59,20.0434623910152,-0.949975863257968,0.354788434067287,-31.0936998177431,-0.357356780454166,1,58.844297987525,1
952,453.9,0.63856706566179,0.0110569985149648,136.27,19.9434623910152,-0.989975863257968,0.344788434067287,-17.7936998177429,0.442643219545834,1,58.844297987525,1
951.8,451.5,0.68856706566179,0.0189155185149648,136.59,20.0434623910152,-0.949975863257968,0.354788434067287,-31.0936998177431,-0.357356780454166,1,58.844297987525,1
951.2,450.6,0.68856706566179,0.0189155185149648,136.59,20.0434623910152,-0.949975863257968,0.354788434067287,-31.0936998177431,-0.357356780454166,1,58.844297987525,1
952.2,449.7,0.68856706566179,0.0189155185149648,136.59,20.0434623910152,-0.949975863257968,0.354788434067287,-31.0936998177431,-0.357356780454166,1,58.844297987525,1
958.1,452.4,0.608567065661791,0.0333504185149648,136.76,19.8634623910152,-1.12997586325797,0.334788434067288,-66.0936998177431,-1.75735678045417,1,58.844297987525,1
955.8,448.9,0.63856706566179,0.0214577185149648,136.69,19.9534623910152,-1.03997586325797,0.344788434067287,-43.3936998177428,-0.857356780454166,1,58.844297987525,1
944.1,480.6,0.77856706566179,0.0128769885149648,135.85,19.0534623910152,-1.32997586325797,0.344788434067287,-37.9936998177427,-0.757356780454165,1,58.844297987525,1
954.3,463.4,0.51856706566179,0.00626062851496478,135.38,19.9634623910152,-1.08997586325797,0.324788434067288,-2.49369981774271,0.342643219545835,1,58.844297987525,1
954.5,468.4,0.52856706566179,0.0148208385149648,135.73,19.9634623910152,-1.12997586325797,0.324788434067288,-33.0936998177431,-0.757356780454165,1,58.844297987525,1
951.7,478.9,0.70856706566179,0.0168548285149648,135.14,19.3634623910152,-1.25997586325797,0.334788434067288,-42.3936998177428,-1.05735678045417,1,58.844297987525,1
